gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-CS061152023	0.002	0.024	0.038	0.001	0.012	0.578	0.0	0.01	0.004
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.005	0.015	0.008	0.01	0.01	0.07	0.003	0.001	0.002
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.001	0.018	0.008	0.001	0.01	0.064	0.0	0.002	0.003
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.001	0.018	0.008	0.005	0.01	0.07	0.005	0.008	0.005
BOC	Q9BWV1	True	BOC_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.005	0.015	0.008	0.01	0.01	0.07	0.003	0.001	0.002
BOC	Q9BWV1	True	BOC_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.005	0.011	0.011	0.0	0.04	0.024	0.0	0.001	0.002
CDON	Q4KMG0	True	CDON_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.001	0.018	0.008	0.001	0.01	0.064	0.0	0.002	0.003
CDON	Q4KMG0	True	CDON_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.001	0.011	0.011	0.0	0.02	0.024	0.0	0.001	0.003
GAS1	P54826	True	GAS1_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.001	0.018	0.008	0.005	0.01	0.07	0.005	0.008	0.005
GAS1	P54826	True	GAS1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.001	0.011	0.011	0.0	0.018	0.024	0.0	0.001	0.005
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.005	0.011	0.011	0.0	0.04	0.024	0.0	0.001	0.002
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.001	0.011	0.011	0.0	0.02	0.024	0.0	0.001	0.003
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.001	0.011	0.011	0.0	0.018	0.024	0.0	0.001	0.005
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.002	0.007	0.013	0.004	0.072	0.005	0.003	0.002	0.002
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.019	0.031	0.029	0.005	0.004	0.004	0.09	0.003
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.006	0.044	0.035	0.029	0.072	0.235	0.012	0.09	0.008
TREM2	Q9NZC2	True	TREM2_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.019	0.031	0.029	0.005	0.004	0.004	0.09	0.003
TYROBP	O43914	True	TYOBP_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.002	0.019	0.031	0.029	0.005	0.004	0.004	0.09	0.003
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.006	0.044	0.035	0.029	0.072	0.235	0.012	0.09	0.008
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.003	0.052	0.024	0.005	0.304	0.111	0.016	0.025	0.003
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.003	0.052	0.024	0.005	0.304	0.111	0.016	0.025	0.003
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.006	0.052	0.035	0.013	0.017	0.118	0.043	0.077	0.008
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.001	0.006	0.004	0.069	0.023	0.032	0.044	0.0	0.003
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.003	0.052	0.024	0.005	0.304	0.111	0.016	0.025	0.003
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.003	0.052	0.024	0.005	0.304	0.111	0.016	0.025	0.003
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.006	0.052	0.035	0.013	0.017	0.118	0.043	0.077	0.008
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.001	0.006	0.004	0.069	0.023	0.032	0.044	0.0	0.003
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0F3C15BCC	0.0	0.029	0.012	0.021	0.153	0.07	0.002	0.006	0.01
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS09C48BE1A	0.0	0.029	0.012	0.021	0.153	0.07	0.002	0.006	0.01
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.019	0.203	0.095	0.003	0.039	0.221	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC065EAD131	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC0B7305040	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC08FFD9783	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0DACB3814	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0EE65B390	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0D18F107A	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC01013C167	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC0B0EE8B92	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC07EB70E9C	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.016	0.139	0.065	0.003	0.039	0.177	0.008	0.028	0.03
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.001	0.019	0.013	0.0	0.009	0.07	0.0	0.0	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0DACB3814	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0EE65B390	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0D18F107A	0.019	0.092	0.063	0.003	0.039	0.166	0.008	0.028	0.03
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC065EAD131	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC0B7305040	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC08FFD9783	0.018	0.093	0.078	0.003	0.039	0.246	0.008	0.02	0.03
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC01013C167	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC0B0EE8B92	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC07EB70E9C	0.0	0.001	0.001	0.0	0.001	0.005	0.0	0.0	0.001
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CCL16	O15467	False	CCL16_HUMAN		CPI-SS03A875239	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS04297753E	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
CCL1	P22362	False	CCL1_HUMAN		CPI-SS0B784A03E	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0268D47AD	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
IGF2	P01344	False	IGF2_HUMAN		CPI-SS016B111FE	0.017	0.143	0.805	0.022	0.687	0.706	0.032	0.026	0.018
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0714977CA	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0E1389B57	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0A866903F	0.016	0.016	0.029	0.209	0.007	0.005	0.043	0.658	0.326
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.009	0.099	0.044	0.011	0.128	0.319	0.28	0.046	0.179
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.024	0.036	0.044	0.221	0.012	0.01	0.004	1.475	0.239
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.14	0.107	0.211	0.074	0.076	0.084	0.067	0.328	1.991
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.084	0.064	0.123	0.309	0.041	0.025	0.075	1.279	1.062
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.024	0.036	0.044	0.221	0.012	0.01	0.004	1.475	0.239
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.14	0.107	0.211	0.074	0.076	0.084	0.067	0.328	1.991
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.004	0.01	0.01	0.122	0.001	0.002	0.006	0.605	0.084
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.02	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.015	0.08	0.108	0.101	0.145	0.397	0.168	1.366	0.015
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	0.067	0.59	0.731	0.121	0.709	3.065	0.149	1.457	0.133
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	0.023	0.048	0.114	0.015	0.533	0.642	0.013	0.022	0.006
F2	P00734	False	THRB_HUMAN		CPI-SC0AA4C3895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	0.0	0.001	0.0	0.007	0.0	0.003	0.0	0.008	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	0.006	0.309	0.13	0.031	0.261	1.0	0.022	0.077	0.018
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	0.005	0.002	0.005	0.004	0.007	0.001	0.0	0.004	0.013
FCER2	P06734	False	FCER2_HUMAN		CPI-SC0A5BCC92E	0.349	0.008	0.008	0.004	0.001	0.001	0.0	0.01	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	0.001	0.004	0.011	0.002	0.066	0.026	0.0	0.001	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	0.002	0.012	0.015	0.001	0.002	0.124	0.0	0.001	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	0.014	0.113	0.155	0.01	0.283	1.732	0.03	0.024	0.026
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	0.009	0.018	0.016	0.003	1.932	0.009	0.037	0.025	0.011
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	0.059	0.015	0.017	0.001	0.018	0.523	0.0	0.147	0.006
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	0.015	0.141	0.233	0.024	0.554	1.953	0.032	0.137	0.025
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	0.003	0.037	0.057	0.0	0.014	0.25	0.0	0.013	0.003
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	0.028	0.097	0.1	0.719	0.098	0.447	0.343	1.391	0.032
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	0.001	0.016	0.024	0.0	0.002	0.261	0.003	0.003	0.005
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	0.067	0.59	0.731	0.121	0.709	3.065	0.149	1.457	0.133
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	0.003	0.037	0.057	0.0	0.014	0.25	0.0	0.013	0.003
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	0.028	0.097	0.1	0.719	0.098	0.447	0.343	1.391	0.032
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC09A33C92E	0.003	0.028	0.179	0.0	0.003	0.107	0.007	0.003	0.004
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	0.005	0.009	0.028	0.047	0.097	0.372	0.01	0.059	0.028
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	0.007	0.007	0.012	0.005	0.707	0.148	0.007	0.01	0.003
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.128	0.076	0.133	0.667	0.353	0.115	0.285	1.01	0.168
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.001	0.004	0.011	0.002	0.066	0.026	0.0	0.001	0.0
TYROBP	O43914	False	TYOBP_HUMAN		CPI-SS014C07723	0.052	0.246	0.31	2.677	0.05	0.049	2.092	3.568	0.173
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.002	0.005	0.005	0.004	0.008	0.093	0.068	0.105	0.001
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
SPP1	P10451	False	OSTP_HUMAN		CPI-SC069FF84F5	0.03	0.206	0.314	0.119	0.171	0.074	0.025	1.78	0.058
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0EB9B5460	0.005	0.002	0.005	0.004	0.007	0.001	0.0	0.004	0.013
TNC	P24821	False	TENA_HUMAN		CPI-SC0B5F57CE1	0.003	0.037	0.057	0.0	0.014	0.25	0.0	0.013	0.003
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC061E89E41	0.005	0.009	0.028	0.047	0.097	0.372	0.01	0.059	0.028
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	2.562	1.179	1.312	2.804	2.966	2.082	2.332	3.109	3.527
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	0.607	0.127	0.233	0.738	0.698	0.36	0.651	0.728	0.994
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	3.12	1.794	1.565	3.211	2.996	2.262	2.92	3.302	3.662
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.001	0.0
IFNA5	P01569	False	IFNA5_HUMAN		CPI-SC08152E49A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC06DAFCB1D	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.017	0.143	0.805	0.022	0.687	0.706	0.032	0.026	0.018
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.024	0.036	0.044	0.221	0.012	0.01	0.004	1.475	0.239
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.017	0.143	0.805	0.022	0.687	0.706	0.032	0.026	0.018
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.059	0.015	0.017	0.001	0.018	0.523	0.0	0.147	0.006
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.017	0.143	0.805	0.022	0.687	0.706	0.032	0.026	0.018
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	0.0	0.001	0.005	0.001	0.001	0.024	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.427	0.488	0.356	1.935	0.859	0.829	0.396	2.215	0.122
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	0.298	0.306	0.247	0.368	0.372	0.452	0.261	0.617	0.311
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.205	0.34	0.24	0.393	0.319	0.528	0.196	0.457	0.226
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.018	0.009	0.0	0.004	0.031	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.075	0.014	0.014	0.062	0.464	0.12	0.009	0.003	0.091
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0518D683C	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0
PROK1	P58294	False	PROK1_HUMAN		CPI-SS04465565A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0
